tweet_text,cyberbullying_type
i am also told by many toothless relatives god i wish that was a joke that austism doesnt exist and gay people can fixed with rape andor violence that living with my bf before marriage leave us open to being possessed by satan the earth is flat vaccines are poison etc,gender
id beat the fuck out of that dumb nigger who kicked the cat,ethnicity
could u send me a pair of those rose colored glasses so i can also ignore the obvious overt racism rising here in our country,ethnicity
rape is not a joke as well as being gay is not a crime echoz,gender
you know if you told me yesterday that netflixs next big movie is a story about a girl who gets bullied in high school learning to love herself and that the title was tall girl i would have thought it would be about something slightly different,age
go rob and dave do it for the boys mkr,not_cyberbullying
talib has a pattern of attacking black women on here and i also noticed that for the past hours he’s only been replying to black women many black men have replied to him and called him out today and he hasn’t said anything to them,ethnicity
nan,religion
rt what idiot named them jet skis instead of boatercycles,other_cyberbullying
the big bang theory managed to make both a gay joke and a rape joke within the two minutes it was on my tv comedy,gender
i have no religion but i can accommodate jews hindus christians buddhists taoist atheists but islam is too cancerous,religion
oh no suicide is not a choice it is coerced by circumstances i beg you dont be so disrespectful bullyism can be tackled by school authorities but in of cases the authorities would punish the weak and the persecuted rather than the bullies,age
my fave too now bring on the salmondish mkr yuuuummmm peopleschoice,not_cyberbullying
sooo i was just watching this live insta this stupid ugly ass ignorant ass bitch was saying saying sum dumb shit amp was almost finished saying the word nigger they r still on live if they post this live after amp i can rewind itlet’s fuck her shit up,ethnicity
i think its because im too tired to have feelings,other_cyberbullying
trying to but only precaution is not going out because you may take all preventive measures while all idiots will be roaming without masks and no social distancing specially muslims,religion
“ fuck obama dumb ass nigger” thatz right fuck that niggah,ethnicity
the good news of the day is that the islamofascist bastard ayatollah khamenei has died may he rot in hell with his virgin pigs islam,not_cyberbullying
in high school i got bullied by this one group who would constantly do the fake “i like youi have a crush on you” thing and tho i never believed it it wrecked my confidence because i always refused their advances the girls in that group would ask if i was a lesbian,age
nan,age
this is one reason i actually support hindus converting to christianityindian christians are more bigots than hindus but less than muslimschristians in india will actually stand in front of radical islamhindus are kneeling for sake of secularism,religion
sean she made a statement about a blk man a human being who was killed in broad daylight by a police officer w his knee on his neck while he was handcuffed your response to her about why the officer isnt charged is to bring up islamic terrorism u dont see your own racism,religion
